eval/mean_ep_length,train/n_updates,train/learning_rate,train/std,train/clip_fraction,train/explained_variance,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/clip_range,eval/success_rate,time/total_timesteps,eval/mean_reward,train/loss,train/value_loss,reward/env_0,pose_reward/env_0,success_rate/env_0,distance_reward/env_0,reward/env_1,distance_reward/env_1,success_rate/env_1,pose_reward/env_1,distance_reward/env_2,reward/env_2,success_rate/env_2,pose_reward/env_2,reward/env_3,distance_reward/env_3,success_rate/env_3,pose_reward/env_3,pose_reward/env_4,distance_reward/env_4,reward/env_4,success_rate/env_4,pose_reward/env_5,reward/env_5,success_rate/env_5,distance_reward/env_5,pose_reward/env_6,success_rate/env_6,distance_reward/env_6,reward/env_6,success_rate/env_7,reward/env_7,distance_reward/env_7,pose_reward/env_7
97.87,,,,,,,,,,0.0,2808000,-1999.73241327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1720,0.0003,0.6911762356758118,0.05833740234375,0.7535375952720642,-7.319253972917795,0.0058381185,-0.004093907252172358,0.2,,,,10717.787109375,23446.30559387207,,,,,,,,,,,,,-10459.019385237001,-28.294950817526097,0.0,-808.0732800553092,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,-26.21571425989298,-12280.645569852893,0.0,-1118.3518807155908,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-10847.325071433896,-858.3480192444808,0.0,-31.26115932783521,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-9606.852279815552,-25.627125991241762,0.0,-645.1332539780167,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-10620.3509317151,-29.927997192919364,-826.4071580929254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-946.1024646816907,0.0,-29.752212689441855,-11418.03806422681,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-912.1843967557436,-11109.090717254012,0.0,-28.724056119925002,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-928.0517052519317,-26.43196420623946,-11326.542016749027,0.0,,,,,,,,,,,,
91.28,,,,,,,,,,0.0,2832000,-1224.0035601499999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1730,0.0003,0.6897901892662048,0.04381103515625,0.82310451567173,-7.297646527737379,0.005374537,-0.0027849265215081687,0.2,,,,6314.75439453125,15267.146975708009,,,,,,,,,-26.65015709886741,-9537.143006814571,0.0,-678.5136773702291,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-10731.219255502776,-30.17207535922406,0.0,-867.6844672245693,,,,,,,,,,,,,,,,
,1740,0.0003,0.6876792311668396,0.04652099609375,0.8710239231586456,-7.273767547309399,0.005666625,-0.003280717989400728,0.2,,,,6939.57958984375,10603.256900787354,-10100.738947790796,-755.1924886605416,0.0,-28.600669304589168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-10269.491459455428,-30.028851041563236,0.0,-774.131392201012,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-781.6279115177753,0.0,-25.156276602017737,-10091.98512871878,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-9942.359219953509,-25.73422710526217,-753.2456428869876
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-659.5320301583329,-9420.020465612655,0.0,-25.171380777107977,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-848.4706637625441,-27.38687283070899,-10564.265219559535,0.0,,,,,,,,,,,,
91.77,,,,,,,,,,0.0,2856000,-1298.47939545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1750,0.0003,0.6825113296508789,0.0414306640625,0.8450826853513718,-7.235389233380556,0.005133074,-0.00320011646454077,0.2,,,,5721.04541015625,11555.455332946778,,,,,,,,,-24.384278017914173,-8758.16792195401,0.0,-575.333708974422,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-9948.063790565238,-27.3879863971089,0.0,-756.5459786970966,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-9717.59636543686,-26.870008308406724,0.0,-733.9127192644064,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-10265.283913465357,-808.2120038716906,0.0,-27.19031503920427,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-676.2018286908652,0.0,-26.27728255267545,-9578.20466746124,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-833.1963778556097,-26.600423994310926,-10282.4708110995,0.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-533.7049781778086,-8518.257473112728,0.0,-26.64293400764343,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-9614.398951269457,-29.643636699519657,-685.7978551787239
90.49,,,,,,,,,,0.0,2880000,-1086.47374584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1760,0.0003,0.6798856854438782,0.037603759765625,0.7612151950597763,-7.201991164684296,0.0045884913,-0.0026164627539401407,0.2,,,,6623.9775390625,17997.189041137695,,,,,,,,,,,,,-9453.64542169157,-22.049136855189158,0.0,-721.9734334267428,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,-26.355682009983123,-10144.305883576882,0.0,-779.7452985861609,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-9755.420680513054,-764.8880886431497,0.0,-24.877024775693734,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-9861.063510320944,-25.53097164025091,0.0,-770.4579467465715,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-730.6672318878042,-9475.168329551814,0.0,-21.45748970416721,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-10275.78801607986,-25.475024740881622,-851.5013112724279
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-632.4593235565474,0.0,-21.609129330819346,-9002.670717324196,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-809.1576363245784,-27.600772157508143,-10178.140450892479,0.0,,,,,,,,,,,,
87.58,1770,0.0003,0.6784560084342957,0.023492431640625,0.8429025411605835,-7.173831031471491,0.003765208,-0.0019480685939925024,0.2,0.0,2904000,-1003.6713834399999,6914.03662109375,10818.52724533081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1780,0.0003,0.6778513789176941,0.0195068359375,0.8649265915155411,-7.166857685893774,0.0037671565,-0.0015882197243627162,0.2,,,,4979.47998046875,9344.19047012329,,,,,,,,,,,,,-8809.385481737729,-22.649420141254996,0.0,-630.9781601483644,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,-28.04126766659188,-9640.928911154248,0.0,-744.7235508591195,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-9892.70073776149,-811.5879000860106,0.0,-24.822222874237266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-8733.625897532105,-24.568954342333328,0.0,-617.0886952463503,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-9897.066070051045,-22.98612524469041,-797.589886430483
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-773.5170838677554,-22.195395033910724,-9634.174873409978,0.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-652.2100729334774,-9119.087622931835,0.0,-25.991197555158013,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-569.5554325169032,0.0,-27.278973442673053,-8567.096435757465,,,,
85.11,,,,,,,,,,0.0,2928000,-924.63667338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1790,0.0003,0.6743836402893066,0.0473388671875,0.7943384498357773,-7.137449355423451,0.0061785313,-0.004772771499119699,0.2,,,,5369.603515625,13847.865522766113,,,,,,,,,,,,,-9253.88738330299,-18.2732195569612,0.0,-712.8513443268733,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,-24.185786812136417,-9303.842100857577,0.0,-708.3128966641269,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-8977.887847369087,-681.5509338177843,0.0,-22.080374077066093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-9750.49173968958,-23.10697782454185,0.0,-777.3016454570557,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-772.970846719402,-19.4198082186163,-9536.293929628098,0.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-8750.540975762999,-24.03446876709107,-637.2890271934076
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-681.5707403975209,-8986.462660017894,0.0,-18.77303627213015,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-551.763683383501,0.0,-22.18308388896066,-8253.280603634772,,,,
85.04,1800,0.0003,0.6676825881004333,0.041748046875,0.8578519225120544,-7.079904386401177,0.0063574715,-0.0031599097907019313,0.2,0.0,2952000,-1191.3089785,4187.60498046875,9383.436152648927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-9074.906437857762,-17.307013624116966,0.0,-716.5190593521743,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,-24.983837728106487,-8070.850114155395,0.0,-551.1628479644594,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-8376.11718982767,-597.8164727738523,0.0,-21.03139219742607,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-8903.438391334366,-20.271966797355784,0.0,-697.032765091704,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-9149.579615599698,-20.099777553703067,-725.8268250462504
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-594.328817569152,-21.741366579013594,-8411.071104889017,0.0,,,,,,,,,,,,
,1810,0.0003,0.6643571257591248,0.06845703125,0.7697530835866928,-7.034974797070026,0.0062164003,-0.0055697855959806475,0.2,,,,6780.904296875,15595.440824890136,,,,,,,,,,,,,,,,,,,,,-735.7377505114606,-9278.21844032579,0.0,-20.098656209500902,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-586.1095829965731,0.0,-21.41332087140974,-8337.677423207893,,,,
84.41,,,,,,,,,,0.0,2976000,-998.65988089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1820,0.0003,0.6578382849693298,0.054052734375,0.85459865629673,-6.976297947019338,0.0070778867,-0.003931544030274381,0.2,,,,4106.2763671875,8957.684703063966,,,,,,,,,,,,,-8517.006657379517,-21.150187206143908,0.0,-617.4559223571066,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-7837.658047474199,-17.59461232766463,0.0,-546.3550622513663,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,-17.291117863474913,-8248.820283767369,0.0,-586.845596097754,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-8294.359321276354,-594.8773061645414,0.0,-19.574247381516976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-536.0267975819824,-17.22972323912712,-7848.779124926657,0.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-598.8531423500716,-8317.21729117967,0.0,-22.518072846538928,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-9007.35968371923,-20.188528141243072,-683.5064191452991
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-518.1811421197881,0.0,-21.868067619999227,-7910.575258438721,,,,
81.34,1830,0.0003,0.6541321873664856,0.03927001953125,0.853761151432991,-6.920039739459753,0.004893779,-0.003084019605739741,0.2,0.0,3000000,-874.7658595400001,3744.646484375,9303.636727905274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-7709.932932061408,-19.441837608719723,0.0,-515.4953177348466,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,-18.36922697019982,-6945.86241262143,0.0,-409.90950846670796,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-8490.205222152115,-18.809234603001094,0.0,-652.0316357556868,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-8863.740462805623,-712.7316775940152,0.0,-19.808399540255017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-510.17510769550535,-19.662689254831783,-7630.406781702021,0.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-644.9211150181995,-8447.133215956139,0.0,-21.121087641155263,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-8459.53345718573,-18.200051437829675,-664.9971914264568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-660.6298977095823,0.0,-20.114995455424502,-8584.499358990022,,,,
,1840,0.0003,0.6502850651741028,0.058642578125,0.8379020392894745,-6.879883974790573,0.0065124393,-0.004292706186606665,0.2,,,,4452.4453125,9994.591361999512,,,,,,,,,,,,,-8400.165052134307,-20.913908356916714,0.0,-654.248600332133,,,,,,,,,,,,,,,,
79.94,,,,,,,,,,0.0,3024000,-996.2154184599999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,-16.188629898015215,-7255.408292707117,0.0,-476.21441888650065,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-7585.12575552778,-520.576951472138,0.0,-19.645674449160435,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-8052.732900040738,-17.76889561322342,0.0,-583.1649210602299,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-607.1291713025018,-17.34538871034636,-8128.297360077105,0.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-733.6968134551626,-8835.269171580594,0.0,-15.031381808267117,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-8432.855726393605,-15.408910021199882,-668.9637110443992
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-528.8160217903227,0.0,-17.4047142574378,-7643.474416286556,,,,
,1850,0.0003,0.6478606462478638,0.04896240234375,0.7695986926555634,-6.841085379570723,0.005164304,-0.003286589062099665,0.2,,,,4360.046875,13840.01926651001,,,,,,,,,,,,,-7518.585543508899,-14.2311305473375,0.0,-531.4197933708155,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,-15.080767987482082,-7262.643953870667,0.0,-492.94155765762724,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-7909.06544498273,-605.9580448941472,0.0,-17.311195936310632,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-7312.938861489894,-15.207066029300906,0.0,-508.27774421901626,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-612.629252467285,-8033.691531838129,0.0,-16.316002839069085,,,,,,,,
,1860,0.0003,0.6415830850601196,0.058721923828125,0.8235163241624832,-6.788809720426798,0.006455389,-0.004218295412101725,0.2,,,,4992.06591796875,9000.111653137206,,,,,,,,,,,,,,,,,-854.4754406935346,-16.275613200708914,-9519.866323365499,0.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-7956.92192188021,-15.342455806669873,-612.7611978400317
77.88,,,,,,,,,,0.0,3048000,-866.1554316599999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-452.23396382101436,0.0,-17.028442522140598,-7093.064438058938,,,,
,,,,,,,,,,,,,,,,,,,,,,,-12.376684164047852,-7415.475182142271,0.0,-512.8758461929957,,,,,,,,,,,,,,,,,,,,
,1870,0.0003,0.6375869512557983,0.0567626953125,0.8176736682653427,-6.7371032476425174,0.006975594,-0.0038779845515819035,0.2,,,,4635.90869140625,9824.482250976562,,,,,,,,,,,,,-8297.11746793804,-18.93808011887653,0.0,-645.1164978707951,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-7068.094775660182,-464.15042631233274,0.0,-16.36203629769618,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-7931.92104047147,-13.597597258280594,0.0,-592.2242428203012,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-439.26542152389476,-6909.939503821055,0.0,-13.49282911295048,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-561.1634118738001,-14.326067523615418,-7696.406876384486,0.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-7966.769017302936,-16.70442584778558,-587.6404103693726
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-552.8866502678912,0.0,-11.263205425291874,-7601.439134159098,,,,
75.57,,,,,,,,,,0.0,3072000,-950.6811174200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,0.0003,0.6360235214233398,0.04097900390625,0.8505793958902359,-6.707521824538707,0.0041894615,-0.0026975736145686824,0.2,,,,3878.80224609375,7179.43957824707,,,,,,,,,-14.11545717606188,-7156.093424635865,0.0,-505.1467802632456,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-6967.360776365158,-14.349290869462047,0.0,-463.4025051913981,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-6880.298149507767,-443.48454017104285,0.0,-12.638484746918614,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-7139.443902133617,-11.529079296941765,0.0,-488.79990439199315,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-473.09647587891055,-6946.061564785623,0.0,-16.322118252026065,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-7492.577521189353,-13.285331560752786,-558.9192553041379
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-456.01300849245894,-14.872754877949156,-6955.634580222462,0.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-562.26527405788,0.0,-13.653534638401934,-7555.522852177701,,,,
75.52,,,,,,,,,,0.0,3096000,-772.3365666799998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,0.0003,0.6342002749443054,0.027044677734375,0.816996842622757,-6.689275152236223,0.0045145904,-0.0014473895345872734,0.2,,,,3846.46630859375,8865.354965209961,,,,,,,,,-11.606351208045151,-6977.3296432785455,0.0,-484.9419226717136,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-6629.400876896968,-11.015343370472367,0.0,-431.5614694456885,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-7118.78314899279,-520.7098904837734,0.0,-12.303967681693052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-7315.487140151932,-12.666254891739767,0.0,-528.8249351335787,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-547.1368250679133,-7377.746821277882,0.0,-14.895978478396833,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-720.4769067036558,0.0,-13.733943274922263,-8342.215099871439,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-500.67484472458506,-14.538754940871678,-7117.961597992743,0.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-8251.72714874112,-11.00051157584692,-680.7690132143408
73.82,1900,0.0003,0.6300116777420044,0.041015625,0.8233646899461746,-6.652440970391035,0.005408693,-0.0029319011324332677,0.2,0.0,3120000,-860.1923893600001,2854.105224609375,8361.840041351319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,-13.820244373566775,-7182.37625421192,0.0,-521.9391313284206,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-6709.223143869635,-13.998702545556512,0.0,-450.0734880993827,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-6580.57020459352,-430.7908757719132,0.0,-10.627491660338864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-7282.086059883359,-12.05025716498008,0.0,-532.0890861489137,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-600.6461074918237,-7548.804733115883,0.0,-10.376348027490634,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-458.16692705742776,0.0,-12.228728425556353,-6807.753932897899,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-543.3494602843674,-12.514398356887932,-7372.703151847539,0.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-7799.151667973538,-12.592323841768469,-619.2712874871561
,1910,0.0003,0.6257354617118835,0.0379150390625,0.8468126058578491,-6.605557961761951,0.0049396846,-0.0027903566038730786,0.2,,,,4637.1103515625,7029.909334564209,,,,,,,,,-15.25503461307229,-7628.746312817375,0.0,-613.7426841898235,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-6795.436128910975,-9.879183102809403,0.0,-477.4501717156865,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-6711.2309370917255,-466.58750482505724,0.0,-9.925984690229255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-6816.529872856952,-11.506423008835721,0.0,-490.39022246732526,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-538.4962097446823,-7134.563529140867,0.0,-13.591045112127144,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-373.2867885805287,0.0,-11.619023718222358,-6105.8448737925155,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-477.76613449947814,-12.073007309100849,-6801.294850851472,0.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-6966.49207101164,-11.425903634235205,-512.9844415343708
72.43,,,,,,,,,,0.0,3144000,-973.8943910899999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,0.0003,0.6205886006355286,0.0360595703125,0.8484915643930435,-6.552098822593689,0.0046719974,-0.001967654002874042,0.2,,,,2542.8193359375,6379.823621749878,,,,,,,,,,,,,-7132.548436241334,-10.840149489778252,0.0,-548.6745898837743,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,-9.299551206951712,-6865.664053781164,0.0,-506.0111244232429,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-6633.003260186337,-446.22755407310336,0.0,-11.049655957950362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-7181.5899028644535,-9.949390368772676,0.0,-543.3922601086339,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-480.1263751263761,-6846.986872791877,0.0,-11.788103672271445,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-545.6383732040522,0.0,-10.166626619046163,-7143.659998938587,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-548.8138106752795,-12.059666078723362,-7117.680860524029,0.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-6533.908343911964,-11.24729658245255,-446.6974274028741
71.48,1930,0.0003,0.6189643740653992,0.043328857421875,0.8063607662916183,-6.512186609208584,0.0060554864,-0.0027305204814183524,0.2,0.0,3168000,-942.3730096600001,4686.7412109375,8191.466535949707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-7014.038565685003,-11.235470707209874,0.0,-525.9009569069555,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,-11.805191004471228,-6689.871449133434,0.0,-469.69338385109927,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-6524.720001626304,-428.48598413672255,0.0,-13.30401613432729,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-6750.4323091078495,-11.826312729492052,0.0,-483.1424054551523,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-347.16118080929994,-5880.851566929201,0.0,-9.820747012231543,,,,,,,,
,1940,0.0003,0.6179823279380798,0.05986328125,0.8556289672851562,-6.494545685499906,0.006055705,-0.003071491168884677,0.2,,,,3090.5830078125,5714.498225402832,,,,,,,,,,,,,,,,,,,,,,,,,-437.54036684707665,0.0,-13.693149262269191,-6427.5510966560705,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-506.1932443515702,-12.423836210479358,-6872.54248337231,0.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-6304.896394113715,-12.650418642572909,-404.45398037637904
72.3,,,,,,,,,,0.0,3192000,-760.97481311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-6069.089760095174,-12.10845554839802,0.0,-365.9281711341324,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,-10.990564989006561,-7191.085382440986,0.0,-558.3869987511567,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-6102.174245304309,-359.4745332970669,0.0,-13.557840920319544,,,,,,,,,,,,,,,,,,,,,,,,,,,,
